ORIG_INDEX,Unnamed: 0,Name,CAS,Year,Status,Is_a_Metabolite,Has_a_Metabolite,Route,VD(liter),Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),SMILES,ChEMBL_ID,pKa_acidic_cx,pKa_basic_cx,IonType,Tmax,Cmax_uM,log_t1/2(hour),log_VD(liter),log_Cl(liter/hour),log_Cmax_uM,logit_F(percentage),logit_PPB(percentage),log_Tmax,NAME_NORM,LogP,MW,BCS_Candidate
1094,1094,VIBEGRON,1190389-15-1,2020,,,,ORAL ,6304.0,,30.8,50.0,,,,2 ;,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,CHEMBL2107826,12.46,10.61,Cationic,2.0,,1.4885507306009145,3.799616204550391,,,,0.0,0.3010302128111679,VIBEGRON,2.766000000000001,444.53500000000014,Class I/III (High Solubility)
1095,1095,UMBRALISIB,1532533-67-7,2021,DISCONTINUED,,,ORAL ,312.0,15.5,91.0,99.7,,12.8,MICROMOLAR,4,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL3948730,,4.01,Neutral,4.0,12.8,1.9590413970935605,2.494154595410412,1.1903317261892894,1.1072100035771235,,2.5215739035919973,0.6020600999015693,UMBRALISIB,7.904420000000008,743.7640000000001,Class IV (Low Sol/Low Perm)
1096,1096,SAMIDORPHAN,852626-89-2,2021,,,,ORAL ,,40.0,9.0,28.0,69.0,121.7,NANOMOLAR,1.5 ;,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,CHEMBL426084,7.88,8.94,Cationic,1.5,0.1217,0.9542425576942646,,1.6020600021853242,-0.9147058532185988,0.3474873969029826,-0.4101744650890492,0.1760915485852393,SAMIDORPHAN,0.1600000000000005,504.53600000000034,Class I/III (High Solubility)
1097,1097,NIFURTIMOX,23256-30-6,2020,,,,ORAL ,,,3.0,42.0,,1.73,MICROMOLAR,4 ;,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,CHEMBL290960,,0.34,Neutral,4.0,1.73,0.4771213994844656,,,0.2380463541659956,,-0.1401787031650368,0.6020600999015693,NIFURTIMOX,0.6406000000000001,287.297,Class I/III (High Solubility)
1098,1098,PONESIMOD,854107-55-4,2021,,,,ORAL ,160.0,3.8,33.0,99.0,84.0,,,3,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,CHEMBL1096146,13.62,0.91,Neutral,3.0,,1.518513953038326,2.2041199853702653,0.5797837109048166,,0.7201593034059569,1.99563519459755,0.4771213994844656,PONESIMOD,4.267320000000003,460.9830000000001,Class I/III (High Solubility)
1099,1099,RISDIPLAM,1825352-65-5,2020,,,,ORAL ,409.5,2.1,50.0,11.0,,,,2.5 ;,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,CHEMBL4297528,,8.7,Cationic,2.5,,1.6989700130219083,2.612253907156985,0.3222195015407662,,,-0.9079973214866878,0.3979401823897956,RISDIPLAM,1.9632399999999997,401.47400000000016,Class I/III (High Solubility)
1100,1100,VOCLOSPORIN,515814-01-4,2021,,,,ORAL ,2154.0,63.6,30.0,97.0,,,,1.5,C=C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL5314379,,,Neutral,1.5,,1.4771212691961448,3.333245699163585,1.8034571224769436,,,1.5096504795465824,0.1760915485852393,VOCLOSPORIN,3.435100000000004,1214.6459999999988,Class I/III (High Solubility)
1101,1101,PRALSETINIB,2097132-94-8,2020,,,,ORAL ,228.0,9.1,14.7,97.1,,5.3,MICROMOLAR,3,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,CHEMBL4582651,12.45,6.54,Neutral,3.0,5.3,1.1673173642920174,2.3579348489052543,0.9590414400457592,0.7242759515431364,,1.524821232009048,0.4771213994844656,PRALSETINIB,4.200140000000003,533.6120000000002,Class I/III (High Solubility)
1102,1102,LONAFARNIB,193275-84-2,2020,,,,ORAL ,97.4,,5.0,99.0,,2.8,MICROMOLAR,2 ;,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,CHEMBL298734,,3.28,Neutral,2.0,2.8,0.6989700911949065,1.988558961337491,,0.4471581864473636,,1.99563519459755,0.3010302128111679,LONAFARNIB,5.909900000000006,638.8319999999999,Class IV (Low Sol/Low Perm)
1103,1103,BEROTRALSTAT,1809010-50-1,2020,,,,ORAL ,,,93.0,99.0,,280.8,NANOMOLAR,5,Cl.Cl.N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,CHEMBL5189739,13.35,9.29,Cationic,5.0,0.2808,1.968482953223768,,,-0.551601349912216,,1.99563519459755,0.6989700911949065,BEROTRALSTAT,6.545480000000005,635.4929999999999,Class IV (Low Sol/Low Perm)
1104,1104,TEPOTINIB,1100598-32-0,2021,,,,ORAL ,1038.0,23.8,32.0,98.0,71.6,2.62,MICROMOLAR,8 ;,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1.Cl.O,CHEMBL3402762,,9.13,Cationic,8.0,2.62,1.5051499918916085,3.0161973539308344,1.376576975304179,0.4183014570809665,0.4015946822608177,1.6901960800285136,0.9030900412787504,TEPOTINIB,3.604980000000004,547.0590000000003,Class I/III (High Solubility)
1105,1105,ESTETROL,15183-37-6,2021,,,,ORAL ,,,27.0,48.0,,58.8,NANOMOLAR,0.5,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,CHEMBL6068423,10.33,,Neutral,0.5,0.0588,1.4313637802439678,,,-1.23061528802609,,-0.0347621062592119,-0.3010291270758859,ESTETROL,1.5507999999999988,304.386,Class I/III (High Solubility)
1106,1106,VERICIGUAT,1350653-20-1,2021,,,,ORAL ,44.0,1.6,30.0,98.0,93.0,820.2,NANOMOLAR,1 ;,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,CHEMBL4066936,11.84,3.53,Neutral,1.0,0.8202,1.4771212691961448,1.6434526863565164,0.2041202540898911,-0.0860797055505858,1.1233849085396783,1.6901960800285136,4.3429426472042774e-07,VERICIGUAT,2.557499999999999,426.3870000000001,Class I/III (High Solubility)
1107,1107,BRINCIDOFOVIR,444805-28-1,2021,,, 771 ,ORAL ,1230.0,44.1,19.3,99.9,16.8,854.5,NANOMOLAR,3,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,CHEMBL203321,1.4,,Anionic,3.0,0.8545,1.285557331510078,3.0899051117924827,1.644438599315786,-0.0682874246995605,-0.6948140445648611,2.999565488226007,0.4771213994844656,BRINCIDOFOVIR,5.250500000000005,561.7010000000001,Class IV (Low Sol/Low Perm)
1108,1108,RELUGOLIX,737789-87-6,2020,,,,ORAL ,,29.4,60.8,69.5,12.0,344.7,NANOMOLAR,2.25,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,CHEMBL1800159,9.07,7.69,Cationic,2.25,0.3447,1.7839035864157362,,1.4683473451840785,-0.462557456673712,-0.8653014261025438,0.357684965243328,0.3521827111310893,RELUGOLIX,3.7505000000000015,623.6420000000004,Class I/III (High Solubility)
1109,1109,INFIGRATINIB,872511-34-7,2021,DISCONTINUED,,,ORAL ,1600.0,33.1,33.5,96.8,,504,NANOMOLAR,6,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,CHEMBL1852688,9.98,8.23,Cationic,6.0,0.504,1.5250448200008595,3.204119982927359,1.5198280068963976,-0.2975686018599289,,1.480725378988487,0.7781513227660513,INFIGRATINIB,5.354400000000004,560.4860000000001,Class IV (Low Sol/Low Perm)
1110,1110,SOTORASIB,2296729-00-3,2021,,,,ORAL ,211.0,26.2,5.0,89.0,,,,1,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3cc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,CHEMBL4535757,6.98,4.74,Anionic,1.0,,0.6989700911949065,2.3242824573559604,1.4183013078958704,,,0.9079973214866878,4.3429426472042774e-07,SOTORASIB,5.086420000000005,559.6170000000001,Class IV (Low Sol/Low Perm)
1111,1111,IBREXAFUNGERP,1207753-03-4,2021,,,,ORAL ,600.0,,20.0,99.0,,861,NANOMOLAR,5 ;,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,CHEMBL4297513,4.39,9.75,Zwitterionic,5.0,0.861,1.3010300173787048,2.778151251107468,,-0.0649963441395743,,1.99563519459755,0.6989700911949065,IBREXAFUNGERP,8.618400000000008,730.051,Class IV (Low Sol/Low Perm)
1112,1112,PACRITINIB,937272-79-2,2022,,,,ORAL ,229.0,2.09,27.7,98.8,,17.7,MICROMOLAR,4.5 ;,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C\COCc3cccc(c3)C(=C1)N2,CHEMBL2035187,,8.68,Cationic,4.5,17.7,1.4424797847429494,2.3598354842363705,0.3201464939074071,1.2479732908982173,,1.9155756985400023,0.6532126102852178,PACRITINIB,4.466800000000004,472.58900000000017,Class I/III (High Solubility)
1113,1113,ABROCITINIB,1622902-68-4,2022,,, 2031  2032 ,ORAL ,100.0,,4.0,64.0,60.0,,,1,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,CHEMBL3655081,11.47,6.45,Neutral,1.0,,0.6020600999015693,2.0000000043429447,,,0.1760912590556812,0.2498774732165999,4.3429426472042774e-07,ABROCITINIB,1.2544999999999995,323.4220000000001,Class I/III (High Solubility)
1114,1114,LEVOKETOCONAZOLE,142128-57-2,2021,,,,ORAL ,36.0,,3.75,99.3,,,,1.75,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL295698,,6.42,Neutral,1.75,,0.5740313835395653,1.5563025128310226,,,,2.1518512084811223,0.2430382968544988,LEVOKETOCONAZOLE,4.205800000000003,531.4399999999999,Class I/III (High Solubility)
1115,1115,FEXINIDAZOLE,59729-37-2,2021,,, 2035  2036 ,ORAL ,3222.0,161.0,15.0,98.0,,2.9,MICROMOLAR,4,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,CHEMBL1631694,,1.53,Neutral,4.0,2.9,1.1760912880086458,3.5081255362179897,2.206825878729331,0.4623981476556482,,1.6901960800285136,0.6020600999015693,FEXINIDAZOLE,2.629200000000001,279.321,Class I/III (High Solubility)
1116,1116,AVACOPAN,1346623-17-3,2021,,,,ORAL ,345.0,16.3,97.6,99.9,,600,NANOMOLAR,2,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,CHEMBL3989871,,4.98,Neutral,2.0,0.6,1.9894498221164305,2.5378190963320986,1.2121876310477904,-0.221848025792823,,2.999565488226007,0.3010302128111679,AVACOPAN,8.048040000000006,581.6540000000003,Class IV (Low Sol/Low Perm)
1117,1117,MARALIXIBAT,716313-53-0,2021,,,,ORAL ,,,1.6,91.0,,2.4,NANOMOLAR,0.75 ;,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-],CHEMBL363392,,5.68,Neutral,0.75,0.0024,0.2041202540898911,,,-2.6196078399429727,,1.0047988828817689,-0.1249381575493767,MARALIXIBAT,3.6285000000000047,710.4250000000001,Class I/III (High Solubility)
1118,1118,BELUMOSUDIL,911417-87-3,2021,,,,ORAL ,184.0,9.83,19.0,99.9,64.0,5.2,MICROMOLAR,1.9,CC(C)NC(=O)COc1cccc(-c2nc(NC3=CC4C=NNC4C=C3)c3ccccc3n2)c1,CHEMBL2005186,13.08,4.11,Neutral,1.9,5.2,1.278753623810433,2.2648178253698323,0.9925535620126504,0.7160034271529607,0.2498774732165999,2.999565488226007,0.2787538295288119,BELUMOSUDIL,3.6396000000000015,454.5340000000001,Class I/III (High Solubility)
1119,1119,DARIDOREXANT,1505484-82-1,2022,,,,ORAL ,31.0,,8.0,99.7,62.0,,,1.5,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1.Cl,CHEMBL4297590,11.8,5.06,Neutral,1.5,,0.9030900412787504,1.491361707843772,,,0.2126080928814437,2.5215739035919973,0.1760915485852393,DARIDOREXANT,4.687220000000004,487.3910000000001,Class I/III (High Solubility)
1120,1120,MAVACAMTEN,1642288-47-8,2022,,,,ORAL ,,,180.0,98.0,85.0,,,1,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,CHEMBL4297517,10.7,,Neutral,1.0,,2.2552725075160533,,,,0.7533276666586115,1.6901960800285136,4.3429426472042774e-07,MAVACAMTEN,2.2906,273.33600000000007,Class I/III (High Solubility)
1121,1121,VONOPRAZAN,881681-00-1,2022,,,,ORAL ,1001.0,97.3,7.1,86.5,,73,NANOMOLAR,2.5,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,CHEMBL2079130,,8.94,Cationic,2.5,0.073,0.8512584098873078,3.0004340779131797,1.9881128447318104,-1.1366711906808138,,0.8066823389698081,0.3979401823897956,VONOPRAZAN,2.645600000000001,345.399,Class I/III (High Solubility)
1122,1122,ATOGEPANT,1374248-81-3,2021,,,,ORAL ,292.0,19.0,11.0,95.3,,,,1.5,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,CHEMBL3991065,11.74,3.83,Neutral,1.5,,1.0413927246395398,2.465382852935728,1.278753623810433,,,1.3069950427026087,0.1760915485852393,ATOGEPANT,3.9479000000000015,603.5230000000003,Class I/III (High Solubility)
1123,1123,MOBOCERTINIB,1847461-43-1,2021,DISCONTINUED,, 2047  2048 ,ORAL ,3509.0,138.0,18.0,99.3,37.0,,,4,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL4650319,12.78,8.87,Cationic,4.0,,1.2552725292307767,3.545183368339172,2.1398790895482978,,-0.2311388253865867,2.1518512084811223,0.6020600999015693,MOBOCERTINIB,5.075000000000005,585.709,Class IV (Low Sol/Low Perm)
1124,1124,FINERENONE,1050477-31-0,2021,,,,ORAL ,52.6,25.0,2.5,92.0,44.0,422.8,NANOMOLAR,0.8,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,CHEMBL2181927,,6.06,Neutral,0.8,0.4228,0.3979401823897956,1.720985752410288,1.3979400260438166,-0.3738639941792558,-0.104735350520013,1.0606978403536116,-0.0969094701402932,FINERENONE,2.9857,378.4320000000002,Class I/III (High Solubility)
1125,1125,ASCIMINIB,1492952-76-7,2021,,,,ORAL ,151.0,4.1,9.0,97.0,,12.5,MICROMOLAR,2.5 ;,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,CHEMBL4208229,,3.98,Neutral,2.5,12.5,0.9542425576942646,2.178976950169292,0.612783962645206,1.0969100477516136,,1.5096504795465824,0.3979401823897956,ASCIMINIB,3.884700000000003,486.3060000000002,Class I/III (High Solubility)
1126,1126,BELZUTIFAN,1672668-24-4,2021,,,,ORAL ,130.0,7.3,14.0,45.0,,3.4,MICROMOLAR,1.5,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,CHEMBL4585668,12.53,,Neutral,1.5,3.4,1.1461280666992713,2.113943355647564,0.8633229196128466,0.5314790447759075,,-0.0871501757189001,0.1760915485852393,BELZUTIFAN,3.2888800000000016,383.347,Class I/III (High Solubility)
1127,1127,ODEVIXIBAT,501692-44-0,2021,,,,ORAL ,,,2.3,99.0,,0.9,NANOMOLAR,3,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,CHEMBL4297588,3.4,,Anionic,3.0,0.0009,0.3617280248412396,,,-3.045275209020937,,1.99563519459755,0.4771213994844656,ODEVIXIBAT,5.879000000000006,740.9450000000004,Class IV (Low Sol/Low Perm)
1128,1128,MARIBAVIR,176161-24-3,2021,,,,ORAL ,27.3,2.8,4.3,98.0,,45.7,MICROMOLAR,2 ;,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,CHEMBL515408,12.45,6.38,Neutral,2.0,45.7,0.6334685565782915,1.4361626629489783,0.4471581864473636,1.6599162095730116,,1.6901960800285136,0.3010302128111679,MARIBAVIR,1.7748999999999993,376.24000000000007,Class I/III (High Solubility)
1129,1129,OTESECONAZOLE,1340593-59-0,2022,,,,ORAL ,423.0,,3312.0,99.5,,5.3,MICROMOLAR,7.5,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,CHEMBL3311228,10.65,2.01,Neutral,7.5,5.3,3.52009032824397,2.6263403684017432,,0.7242759515431364,,2.298853076409707,0.8750613212976271,OTESECONAZOLE,4.6342000000000025,527.4000000000002,Class I/III (High Solubility)
1130,1130,GANAXOLONE,38398-32-2,2022,,,,ORAL ,,,34.0,99.0,,,,2.5,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1568698,,,Neutral,2.5,,1.531478929815622,,,,,1.99563519459755,0.3979401823897956,GANAXOLONE,4.985300000000005,332.5280000000001,Class I/III (High Solubility)
1131,1131,MITAPIVAT,1260075-17-9,2022,,,,ORAL ,42.5,14.4,4.0,97.7,73.0,2.1,MICROMOLAR,0.75,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,CHEMBL4299940,6.79,7.64,Zwitterionic,0.75,2.1,0.6020600999015693,1.628388940269005,1.1583625222545877,0.3222195015407662,0.4319590959614686,1.6281667277011806,-0.1249381575493767,MITAPIVAT,3.203400000000001,450.5640000000004,Class I/III (High Solubility)
1132,1132,BEXAGLIFLOZIN,1118567-05-7,2023,,,,ORAL ,262.0,19.1,12.0,93.0,,288,NANOMOLAR,3,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1808388,12.57,,Neutral,3.0,0.288,1.07918128223883,2.418301292977358,1.281033389985658,-0.5406060042764361,,1.1233849085396783,0.4771213994844656,BEXAGLIFLOZIN,2.0034999999999994,464.9420000000002,Class I/III (High Solubility)
1133,1133,FUTIBATINIB,1448169-71-8,2022,,,,ORAL ,66.0,20.0,2.9,95.0,,344,NANOMOLAR,2,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,CHEMBL3701238,,2.58,Neutral,2.0,0.344,0.4623981476556482,1.819543942122088,1.3010300173787048,-0.4634402949463459,,1.2787536009528289,0.3010302128111679,FUTIBATINIB,1.7849,418.4570000000002,Class I/III (High Solubility)
1134,1134,DEUCRAVACITINIB,1609392-27-9,2022,,, 2061 ,ORAL ,140.0,2.4,10.0,86.0,99.0,105.7,NANOMOLAR,2.5,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,CHEMBL4435170,11.09,3.35,Neutral,2.5,0.1057,1.000000043429446,2.1461280387803416,0.3802114226676024,-0.9759209039657284,1.99563519459755,0.7883704155653297,0.3979401823897956,DEUCRAVACITINIB,1.7323999999999995,422.4490000000002,Class I/III (High Solubility)
1135,1135,OLUTASIDENIB,1887014-12-1,2022,,,,ORAL ,319.0,4.0,67.0,93.0,,10.1,MICROMOLAR,4,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,CHEMBL4297610,13.49,1.26,Neutral,4.0,10.1,1.8260748091828336,2.5037906844186057,0.6020600999015693,1.004321416782094,,1.1233849085396783,0.6020600999015693,OLUTASIDENIB,2.9249800000000006,354.797,Class I/III (High Solubility)
1136,1136,RITLECITINIB,1792180-81-4,2023,,,,ORAL ,,,1.8,14.0,64.0,,,1,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL4085457,13.59,6.6,Neutral,1.0,,0.2552727463779512,,,,0.2498774732165999,-0.7883704155653297,4.3429426472042774e-07,RITLECITINIB,3.1770200000000006,457.5560000000002,Class I/III (High Solubility)
1137,1137,LENACAPAVIR,2189684-44-2,2022,,,,SUBCUTANEOUS ORAL,19240.0,55.0,264.0,98.5,8.0,100.3,NANOMOLAR,5,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c([N-]S(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O.[Na+],CHEMBL4594438,6.69,1.91,Anionic,5.0,0.1003,2.421603928514886,4.284205067724367,1.740362697390507,-0.9986947370462126,-1.0606978403536116,1.8173449714419303,0.6989700911949065,LENACAPAVIR,5.260100000000007,990.278,Class IV (Low Sol/Low Perm)
1138,1138,PIRTOBRUTINIB,2101700-15-4,2023,,,,ORAL ,32.8,2.02,19.0,96.0,85.5,13.5,MICROMOLAR,2,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,CHEMBL4650485,13.27,2.43,Neutral,2.0,13.5,1.278753623810433,1.5158738569523642,0.3053515844438388,1.1303338006649666,0.7705981124931978,1.380211241711606,0.3010302128111679,PIRTOBRUTINIB,3.432200000000001,479.43400000000014,Class I/III (High Solubility)
1139,1139,SOTAGLIFLOZIN,1018899-04-1,2023,,,,ORAL ,9000.0,315.0,28.0,93.0,25.0,,,2.1,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CHEMBL3039507,12.47,,Neutral,2.1,,1.447158046852736,3.95424250948758,2.498310555168313,,-0.4771212547196624,1.1233849085396783,0.3222195015407662,SOTAGLIFLOZIN,3.172600000000002,424.946,Class I/III (High Solubility)
1140,1140,ADAGRASIB,2326521-71-3,2022,,,,ORAL ,942.0,37.0,23.0,98.0,,,,6,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,CHEMBL4594350,,8.46,Cationic,6.0,,1.3617278548999612,2.974050903253912,1.5682017358046836,,,1.6901960800285136,0.7781513227660513,ADAGRASIB,4.732980000000004,604.1299999999999,Class I/III (High Solubility)
1141,1141,SPARSENTAN,254740-64-2,2023,,,,ORAL ,61.4,3.88,9.6,99.0,,11.7,MICROMOLAR,3,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,CHEMBL539423,5.69,3.52,Anionic,3.0,11.7,0.9822712782785744,1.7881683782143676,0.5888318375257603,1.0681858988653463,,1.99563519459755,0.4771213994844656,SPARSENTAN,6.539440000000007,592.7620000000001,Class IV (Low Sol/Low Perm)
1142,1142,FEZOLINETANT,1629229-37-3,2023,,,,ORAL ,189.0,10.8,9.6,51.0,,,,1.5,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,CHEMBL3608680,,0.87,Neutral,1.5,,0.9822712782785744,2.276461806471098,1.0334237956994,,,0.0173740960694227,0.1760915485852393,FEZOLINETANT,2.46112,358.40200000000004,Class I/III (High Solubility)
1143,1143,TAURURSODIOL,14605-22-2,2022,,,,ORAL ,,,,98.0,,,,4.5,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL272427,-0.8,,Anionic,4.5,,,,,,,1.6901960800285136,0.6532126102852178,TAURURSODIOL,3.3973000000000013,499.71400000000034,Class I/III (High Solubility)
1144,1144,OMAVELOXOLONE,1474034-05-3,2023,,,,ORAL ,7361.0,109.0,57.0,97.0,,,,10.5,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)C(C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)C2C1,CHEMBL4303525,10.11,,Neutral,10.5,,1.7558748632916927,3.866936817790639,2.0374265019249767,,,1.5096504795465824,1.0211893404313153,OMAVELOXOLONE,6.729780000000008,554.7220000000002,Class IV (Low Sol/Low Perm)
1145,1145,DAPRODUSTAT,960539-70-2,2023,DISCONTINUED,,,ORAL ,14.3,15.0,2.5,99.0,65.0,,,2.5,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,CHEMBL3544988,2.38,,Anionic,2.5,,0.3979401823897956,1.1553360678353042,1.1760912880086458,,0.2688453122925799,1.99563519459755,0.3979401823897956,DAPRODUSTAT,1.2595999999999992,393.4400000000002,Class I/III (High Solubility)
1146,1146,TROFINETIDE,853400-76-7,2023,,,,ORAL ,80.0,,1.5,6.0,,,,2.5,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,CHEMBL197084,3.57,7.83,Zwitterionic,2.5,,0.1760915485852393,1.9030899924206248,,,,-1.1949766032160551,0.3979401823897956,TROFINETIDE,-1.2395999999999974,315.3260000000001,Class I/III (High Solubility)
